,seqnames,start,Composite Element REF,End,Feature name,end,width,strand,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,ensembl_gene_id,gene_name,class
206,19,9363020,cg09643544,9363021,f60592,9363020,1,*,9363020,9382617,19598,+,0,inside,0,ENSG00000188629,ZNF177,0
207,19,9363020,cg09643544,9363021,f60592,9363020,1,*,9324174,9382617,58444,+,0,inside,0,ENSG00000270011,ZNF559-ZNF177,0
208,19,2819674,cg04954144,2819675,f32285,2819674,1,*,2819868,2836735,16868,+,193,upstream,193,ENSG00000172006,ZNF554,0
209,19,49108476,cg19281603,49108477,f114576,49108476,1,*,49085419,49108605,23187,+,0,inside,0,ENSG00000104852,SNRNP70,0
210,16,24748319,cg03156546,24748320,f20884,24748319,1,*,24610209,24827632,217424,+,0,inside,0,ENSG00000090905,TNRC6A,0
211,3,171809556,cg02371119,171809557,f15700,171809556,1,*,171600404,171810950,210547,-,0,inside,0,ENSG00000075651,PLD1,0
212,2,201257864,cg25748441,201257865,f148123,201257864,1,*,201233443,201287711,54269,+,0,inside,0,ENSG00000064012,CASP8,0
213,1,2082309,cg16059943,2082310,f97138,2082309,1,*,2050411,2185395,134985,+,0,inside,0,ENSG00000067606,PRKCZ,0
214,11,76796164,cg16442814,76796165,f99363,76796164,1,*,76782251,76798153,15903,+,0,inside,0,ENSG00000182704,TSKU,0
215,10,18713139,cg26925980,18713140,f154608,18713139,1,*,18710269,18748342,38074,+,0,inside,0,ENSG00000234244,,0
216,19,3097567,cg00168191,3097568,f1191,3097567,1,*,3094362,3123999,29638,+,0,inside,0,ENSG00000088256,GNA11,0
217,8,133568800,cg17962854,133568801,f107571,133568800,1,*,133454848,133571940,117093,-,0,inside,0,ENSG00000008513,ST3GAL1,0
218,11,68413750,cg26915558,68413751,f154543,68413750,1,*,68312591,68449275,136685,+,0,inside,0,ENSG00000162337,LRP5,0
219,6,157597152,cg00283857,157597153,f1916,157597152,1,*,157381133,157678157,297025,+,0,inside,0,ENSG00000175048,ZDHHC14,0
220,1,15214721,cg11741753,15214722,f72274,15214721,1,*,15152532,15220478,67947,+,0,inside,0,ENSG00000171729,TMEM51,0
221,6,4942249,cg11935248,4942250,f73427,4942249,1,*,4706159,4955551,249393,+,0,inside,0,ENSG00000153046,CDYL,0
222,3,187197514,cg05410198,187197515,f35172,187197514,1,*,187197486,187201462,3977,+,0,inside,0,ENSG00000175077,RTP1,0
223,3,187197514,cg05410198,187197515,f35172,187197514,1,*,187197090,187207629,10540,-,0,inside,0,ENSG00000198491,,0
224,16,53434200,cg00000029,53434201,f0,53434200,1,*,53433977,53491648,57672,+,0,inside,0,ENSG00000103479,RBL2,0
225,19,44813425,cg24122751,44813426,f139573,44813425,1,*,44809071,44821421,12351,+,0,inside,0,ENSG00000187244,BCAM,0
226,5,172189570,cg16675054,172189571,f100795,172189570,1,*,172042079,172188224,146146,-,1345,upstream,1345,ENSG00000072786,STK10,0
227,20,51750302,cg00981877,51750303,f6633,51750302,1,*,51596514,51768390,171877,-,0,inside,0,ENSG00000054793,ATP9A,0
228,17,20590190,cg08574564,20590191,f54428,20590190,1,*,20589293,20590367,1075,+,0,inside,0,ENSG00000188013,MEIS3P2,0
229,17,20590190,cg08574564,20590191,f54428,20590190,1,*,20583758,20591180,7423,-,0,inside,0,ENSG00000231258,ZSWIM5P2,0
230,8,21750742,cg15997512,21750743,f96778,21750742,1,*,21690398,21812357,121960,-,0,inside,0,ENSG00000168546,GFRA2,0
231,14,46651592,cg27117476,46651593,f155643,46651592,1,*,46651010,46651781,772,-,0,inside,0,ENSG00000165496,RPL10L,0
232,1,204081252,cg07026666,204081253,f44962,204081252,1,*,204073115,204127743,54629,+,0,inside,0,ENSG00000143842,SOX13,0
233,7,6589719,cg27508071,6589720,f157765,6589719,1,*,6578565,6588974,10410,-,744,upstream,744,ENSG00000232581,,0
234,7,6589719,cg27508071,6589720,f157765,6589719,1,*,6590021,6608726,18706,+,301,upstream,301,ENSG00000146576,C7orf26,0
235,3,196968061,cg19280206,196968062,f114567,196968061,1,*,196946356,196969060,22705,-,0,inside,0,ENSG00000119227,PIGZ,0
236,19,48466825,cg00347746,48466826,f2357,48466825,1,*,48455574,48466980,11407,+,0,inside,0,ENSG00000182324,KCNJ14,0
237,19,48466825,cg00347746,48466826,f2357,48466825,1,*,48465348,48469693,4346,-,0,inside,0,ENSG00000268530,,0
238,19,48466825,cg00347746,48466826,f2357,48466825,1,*,48465837,48472431,6595,+,0,inside,0,ENSG00000268465,,0
239,16,2163439,cg04987122,2163440,f32482,2163439,1,*,2155698,2178129,22432,+,0,inside,0,ENSG00000131653,TRAF7,0
240,3,111072553,cg09387687,111072554,f59087,111072553,1,*,110888384,111071553,183170,-,999,upstream,999,ENSG00000242242,NECTIN3-AS1,0
241,3,111072553,cg09387687,111072554,f59087,111072553,1,*,111070071,111275563,205493,+,0,inside,0,ENSG00000177707,NECTIN3,0
242,17,4513829,cg00163006,4513830,f1152,4513829,1,*,4498881,4539035,40155,+,0,inside,0,ENSG00000183018,SPNS2,0
243,9,131475765,cg14118171,131475766,f86032,131475765,1,*,131373636,131500197,126562,+,0,inside,0,ENSG00000288701,PRRC2B,0
244,3,101783404,cg02059297,101783405,f13655,101783404,1,*,101779202,101828231,49030,+,0,inside,0,ENSG00000144815,NXPE3,0
245,11,46846367,cg16823737,46846368,f101643,46846367,1,*,46846412,46874421,28010,+,44,upstream,44,ENSG00000247675,LRP4-AS1,0
246,11,46846367,cg16823737,46846368,f101643,46846367,1,*,46743048,46846308,103261,-,58,upstream,58,ENSG00000175216,CKAP5,0
247,7,73521306,cg16997732,73521307,f102490,73521306,1,*,73440406,73522293,81888,-,0,inside,0,ENSG00000009954,BAZ1B,0
248,19,49338201,cg00442430,49338202,f2998,49338201,1,*,49331525,49340303,8779,-,0,inside,0,ENSG00000197813,,0
249,19,49338201,cg00442430,49338202,f2998,49338201,1,*,49335171,49343335,8165,+,0,inside,0,ENSG00000104894,CD37,0
250,8,9041003,cg05418508,9041004,f35235,9041003,1,*,9002147,9116746,114600,+,0,inside,0,ENSG00000104626,ERI1,0
251,14,94581383,cg15509705,94581384,f94105,94581383,1,*,94561442,94593118,31677,+,0,inside,0,ENSG00000188488,SERPINA5,0
252,19,55685605,cg12153709,55685606,f74689,55685605,1,*,55675226,55709858,34633,+,0,inside,0,ENSG00000063245,EPN1,0
253,5,865235,cg11447335,865236,f70687,865235,1,*,850291,892801,42511,-,0,inside,0,ENSG00000028310,BRD9,0
254,6,168081805,cg16231066,168081806,f98033,168081805,1,*,168053166,168101511,48346,-,0,inside,0,ENSG00000153303,FRMD1,0
255,11,587926,cg02304370,587927,f15230,587926,1,*,576470,612222,35753,+,0,inside,0,ENSG00000070047,PHRF1,0
256,4,872922,cg10966208,872923,f68043,872922,1,*,849276,932373,83098,-,0,inside,0,ENSG00000178950,GAK,0
257,4,184396284,cg00762029,184396285,f5157,184396284,1,*,184387729,184474550,86822,-,0,inside,0,ENSG00000168310,IRF2,0
258,5,151924861,cg26851782,151924862,f154186,151924861,1,*,151822513,151924851,102339,-,9,upstream,9,ENSG00000145888,GLRA1,0
259,22,35623585,cg07009002,35623586,f44838,35623585,1,*,35606764,35637951,31188,-,0,inside,0,ENSG00000198125,MB,0
260,11,93491044,cg06832246,93491045,f43669,93491044,1,*,93478472,93543391,64920,-,0,inside,0,ENSG00000166002,SMCO4,0
261,14,101065256,cg23270924,101065257,f135041,101065256,1,*,101065300,101065378,79,+,43,upstream,43,ENSG00000199107,MIR409,0
262,14,101065256,cg23270924,101065257,f135041,101065256,1,*,101065447,101065537,91,+,190,upstream,190,ENSG00000199012,MIR412,0
263,14,101065256,cg23270924,101065257,f135041,101065256,1,*,101065598,101065667,70,+,341,upstream,341,ENSG00000199025,MIR369,0
264,14,101065256,cg23270924,101065257,f135041,101065256,1,*,101065912,101065991,80,+,655,upstream,655,ENSG00000199092,MIR410,0
265,14,101065256,cg23270924,101065257,f135041,101065256,1,*,101066724,101066801,78,+,1467,upstream,1467,ENSG00000207959,MIR656,0
266,4,156970935,cg09848659,156970936,f61716,156970935,1,*,156760454,156971799,211346,-,0,inside,0,ENSG00000145431,PDGFC,0
267,3,4582448,cg09654471,4582449,f60646,4582448,1,*,4493345,4847506,354162,+,0,inside,0,ENSG00000150995,ITPR1,0
268,19,48320170,cg13568258,48320171,f82345,48320170,1,*,48296457,48321971,25515,-,0,inside,0,ENSG00000105479,ODAD1,0
269,19,48320170,cg13568258,48320171,f82345,48320170,1,*,48321509,48330553,9045,+,1338,upstream,1338,ENSG00000142227,EMP3,0
270,1,52686409,cg12691620,52686410,f77596,52686409,1,*,52684449,52698347,13899,-,0,inside,0,ENSG00000162377,COA7,0
271,7,27144822,cg00969405,27144823,f6543,27144822,1,*,27128969,27152561,23593,-,0,inside,0,ENSG00000273433,,0
272,7,27144822,cg00969405,27144823,f6543,27144822,1,*,27129977,27155928,25952,+,0,inside,0,ENSG00000254369,HOXA-AS3,0
273,7,27144822,cg00969405,27144823,f6543,27144822,1,*,27141052,27143681,2630,-,1140,upstream,1140,ENSG00000106004,HOXA5,0
274,7,27144822,cg00969405,27144823,f6543,27144822,1,*,27106184,27152583,46400,-,0,inside,0,ENSG00000105997,HOXA3,0
275,8,69492481,cg00541476,69492482,f3703,69492481,1,*,69466624,69660915,194292,+,0,inside,0,ENSG00000137573,SULF1,0
276,12,31370063,cg00031187,31370064,f230,31370063,1,*,31363481,31369301,5821,-,761,upstream,761,ENSG00000256232,LINC02387,0
277,8,143951883,cg14324585,143951884,f87435,143951883,1,*,143915153,143976734,61582,-,0,inside,0,ENSG00000178209,PLEC,0
278,2,46941394,cg06959232,46941395,f44524,46941394,1,*,46901870,46941855,39986,-,0,inside,0,ENSG00000180398,MCFD2,0
279,2,46941394,cg06959232,46941395,f44524,46941394,1,*,46916157,47076137,159981,+,0,inside,0,ENSG00000068724,TTC7A,0
280,7,154748615,cg00252418,154748616,f1723,154748615,1,*,153887097,154894285,1007189,+,0,inside,0,ENSG00000130226,DPP6,0
281,16,31458662,cg19282742,31458663,f114583,31458662,1,*,31456711,31459736,3026,-,0,inside,0,ENSG00000260267,,0
282,16,31458662,cg19282742,31458663,f114583,31458662,1,*,31458080,31467166,9087,+,0,inside,0,ENSG00000140691,ARMC5,0
283,5,141304114,cg07039560,141304115,f45044,141304114,1,*,141302635,141304049,1415,-,64,upstream,64,ENSG00000120329,SLC25A2,0
284,5,141304114,cg07039560,141304115,f45044,141304114,1,*,141260225,141320784,60560,-,0,inside,0,ENSG00000178913,TAF7,0
285,9,127509105,cg17739181,127509106,f106377,127509105,1,*,127505339,127578989,73651,-,0,inside,0,ENSG00000136830,NIBAN2,0
286,1,15214686,cg21005438,15214687,f123599,15214686,1,*,15152532,15220478,67947,+,0,inside,0,ENSG00000171729,TMEM51,0
287,4,164955893,cg00007239,164955894,f54,164955893,1,*,164954446,164977668,23223,-,0,inside,0,ENSG00000183439,TRIM61,0
288,4,164955893,cg00007239,164955894,f54,164955893,1,*,164956948,164959122,2175,+,1054,upstream,1054,ENSG00000250486,FAM218A,0
289,17,42421746,cg00971050,42421747,f6552,42421746,1,*,42402449,42423256,20808,-,0,inside,0,ENSG00000177469,CAVIN1,0
290,22,37943965,cg00331032,37943966,f2239,37943965,1,*,37943050,37944898,1849,+,0,inside,0,ENSG00000278948,,0
291,22,37943965,cg00331032,37943966,f2239,37943965,1,*,37943050,37953669,10620,-,0,inside,0,ENSG00000128346,C22orf23,0
292,19,45995057,cg01389504,45995058,f9266,45995057,1,*,45995461,46021318,25858,+,403,upstream,403,ENSG00000104983,CCDC61,0
293,12,12719752,cg13289884,12719753,f80550,12719752,1,*,12685498,12722369,36872,+,0,inside,0,ENSG00000111276,CDKN1B,0
294,21,45528451,cg17803589,45528452,f106714,45528451,1,*,45493572,45573365,79794,-,0,inside,0,ENSG00000173638,SLC19A1,0
295,10,133124294,cg01120434,133124295,f7599,133124294,1,*,133087924,133131675,43752,+,0,inside,0,ENSG00000197177,ADGRA1,0
296,17,35063789,cg18710162,35063790,f111675,35063789,1,*,35005990,35089319,83330,-,0,inside,0,ENSG00000092871,RFFL,0
297,17,35063789,cg18710162,35063790,f111675,35063789,1,*,35011349,35121493,110145,-,0,inside,0,ENSG00000267618,,0
298,17,43483947,cg19986472,43483948,f118511,43483947,1,*,43483865,43610338,126474,+,0,inside,0,ENSG00000067596,DHX8,0
299,10,45428230,cg09832911,45428231,f61627,45428230,1,*,45374176,45446119,71944,+,0,inside,0,ENSG00000012779,ALOX5,0
300,1,152034739,cg16382778,152034740,f98965,152034739,1,*,151994531,152042774,48244,+,0,inside,0,ENSG00000229021,,0
301,1,152034739,cg16382778,152034740,f98965,152034739,1,*,152032506,152047907,15402,-,0,inside,0,ENSG00000163191,S100A11,0
302,20,58853382,cg25367568,58853383,f146185,58853382,1,*,58839718,58911192,71475,+,0,inside,0,ENSG00000087460,GNAS,0
303,8,86508951,cg00550725,86508952,f3770,86508951,1,*,86468257,86514357,46101,-,0,inside,0,ENSG00000176623,RMDN1,0
304,2,3449342,cg12915819,3449343,f78705,3449342,1,*,3379675,3485094,105420,+,0,inside,0,ENSG00000171853,TRAPPC12,0
305,9,110114880,cg13526642,110114881,f82059,110114880,1,*,109498325,110172512,674188,+,0,inside,0,ENSG00000157654,PALM2AKAP2,0
306,11,977931,cg27445792,977932,f157427,977931,1,*,924894,1012245,87352,+,0,inside,0,ENSG00000183020,AP2A2,0
307,6,44058738,cg20003368,44058739,f118600,44058738,1,*,43995723,44074652,78930,-,0,inside,0,ENSG00000237686,SCIRT,0
308,6,44058738,cg20003368,44058739,f118600,44058738,1,*,44058792,44089288,30497,+,53,upstream,53,ENSG00000231881,,0
309,21,44958439,cg10007534,44958440,f62633,44958439,1,*,44940012,44976989,36978,+,0,inside,0,ENSG00000160256,FAM207A,0
310,16,13935678,cg26493247,13935679,f152157,13935678,1,*,13920138,13952348,32211,+,0,inside,0,ENSG00000175595,ERCC4,0
311,16,13935678,cg26493247,13935679,f152157,13935678,1,*,13930677,13935635,4959,-,42,upstream,42,ENSG00000262732,,0
312,8,123776729,cg20283107,123776730,f119969,123776729,1,*,123768439,123815452,47014,+,0,inside,0,ENSG00000176853,FAM91A1,0
313,1,44778288,cg13553147,44778289,f82228,44778288,1,*,44775251,44778779,3529,+,0,inside,0,ENSG00000142937,RPS8,0
314,1,44778288,cg13553147,44778289,f82228,44778288,1,*,44778390,44778456,67,+,101,upstream,101,ENSG00000207421,SNORD38B,0
315,1,44778288,cg13553147,44778289,f82228,44778288,1,*,44778390,44778458,69,+,101,upstream,101,ENSG00000281859,SNORD38B,0
316,2,173184504,cg07469815,173184505,f47655,173184504,1,*,173075435,173268015,192581,+,0,inside,0,ENSG00000091436,MAP3K20,0
317,2,173184504,cg07469815,173184505,f47655,173184504,1,*,173166446,173282036,115591,-,0,inside,0,ENSG00000238133,MAP3K20-AS1,0
318,7,99919654,cg23438945,99919655,f135953,99919654,1,*,99876958,99919531,42574,-,122,upstream,122,ENSG00000146833,TRIM4,0
319,16,86722026,cg00023673,86722027,f171,86722026,1,*,86710122,86742083,31962,+,0,inside,0,ENSG00000261175,LINC02188,0
320,16,86722026,cg00023673,86722027,f171,86722026,1,*,86720575,86722042,1468,-,0,inside,0,ENSG00000260026,LINC02189,0
321,12,99154659,cg00852595,99154660,f5753,99154659,1,*,98726457,99984654,1258198,-,0,inside,0,ENSG00000185046,ANKS1B,0
322,10,45418828,cg27608999,45418829,f158327,45418828,1,*,45374176,45446119,71944,+,0,inside,0,ENSG00000012779,ALOX5,0
323,20,1329356,cg08443357,1329357,f53626,1329356,1,*,1309909,1329139,19231,-,216,upstream,216,ENSG00000125775,SDCBP2,0
324,20,1329356,cg08443357,1329357,f53626,1329356,1,*,1317571,1393096,75526,-,0,inside,0,ENSG00000274322,,0
325,20,1329356,cg08443357,1329357,f53626,1329356,1,*,1325405,1378735,53331,+,0,inside,0,ENSG00000234684,SDCBP2-AS1,0
326,7,47392714,cg00830492,47392715,f5599,47392714,1,*,47275154,47582558,307405,-,0,inside,0,ENSG00000136205,TNS3,0
327,8,22227904,cg16148593,22227905,f97595,22227904,1,*,22219703,22232101,12399,-,0,inside,0,ENSG00000168490,PHYHIP,0
328,10,129840560,cg17516455,129840561,f105352,129840560,1,*,129835233,129973053,137821,-,0,inside,0,ENSG00000108001,EBF3,0
329,12,132773158,cg14395537,132773159,f87866,132773158,1,*,132768914,132829078,60165,-,0,inside,0,ENSG00000090615,GOLGA3,0
330,18,23574296,cg21243631,23574297,f124873,23574296,1,*,23506184,23586506,80323,-,0,inside,0,ENSG00000141458,NPC1,0
331,10,96416983,cg10549018,96416984,f65759,96416983,1,*,96364608,96513926,149319,-,0,inside,0,ENSG00000095587,TLL2,0
332,21,42010617,cg10334222,42010618,f64524,42010617,1,*,41986831,42010387,23557,-,229,upstream,229,ENSG00000173276,ZBTB21,0
333,21,42010617,cg10334222,42010618,f64524,42010617,1,*,42009194,42055130,45937,+,0,inside,0,ENSG00000237232,ZNF295-AS1,0
334,2,234494574,cg15016771,234494575,f91590,234494574,1,*,234493041,234497081,4041,-,0,inside,0,ENSG00000188042,ARL4C,0
335,1,111227652,cg26366091,111227653,f151470,111227652,1,*,111200771,111243440,42670,+,0,inside,0,ENSG00000064886,CHI3L2,0
336,6,16729379,cg24067911,16729380,f139266,16729379,1,*,16299112,16761491,462380,-,0,inside,0,ENSG00000124788,ATXN1,0
337,10,3781598,cg23680451,3781599,f137243,3781598,1,*,3775996,3785281,9286,-,0,inside,0,ENSG00000067082,KLF6,0
338,1,25567244,cg18792528,25567245,f112123,25567244,1,*,25543606,25568886,25281,+,0,inside,0,ENSG00000157978,LDLRAP1,0
339,11,123577673,cg06797734,123577674,f43426,123577673,1,*,123358428,123627774,269347,+,0,inside,0,ENSG00000023171,GRAMD1B,0
340,6,35486657,cg22424903,35486658,f130533,35486657,1,*,35473597,35497079,23483,-,0,inside,0,ENSG00000007866,TEAD3,0
341,8,21750768,cg23716449,21750769,f137448,21750768,1,*,21690398,21812357,121960,-,0,inside,0,ENSG00000168546,GFRA2,0
342,19,39307841,cg00002033,39307842,f13,39307841,1,*,39306566,39320863,14298,-,0,inside,0,ENSG00000128011,LRFN1,0
343,8,22366339,cg00433296,22366340,f2947,22366339,1,*,22367278,22434129,66852,+,938,upstream,938,ENSG00000104635,SLC39A14,0
344,11,131690488,cg18999314,131690489,f113218,131690488,1,*,131370478,132336822,966345,+,0,inside,0,ENSG00000182667,NTM,0
345,22,31945636,cg15364131,31945637,f93329,31945636,1,*,31754899,31956243,201345,+,0,inside,0,ENSG00000285404,,0
346,22,31945636,cg15364131,31945637,f93329,31945636,1,*,31944522,31957603,13082,+,0,inside,0,ENSG00000128245,YWHAH,0
347,22,31945636,cg15364131,31945637,f93329,31945636,1,*,31925519,31945518,20000,-,117,upstream,117,ENSG00000128254,C22orf24,0
348,1,15727230,cg20014094,15727231,f118653,15727230,1,*,15684320,15734769,50450,+,0,inside,0,ENSG00000116786,PLEKHM2,0
349,1,15727230,cg20014094,15727231,f118653,15727230,1,*,15720312,15736896,16585,-,0,inside,0,ENSG00000237938,,0
350,2,71560678,cg01407254,71560679,f9379,71560678,1,*,71453561,71686763,233203,+,0,inside,0,ENSG00000135636,DYSF,0
351,11,65574791,cg07611000,65574792,f48574,65574791,1,*,65576046,65592650,16605,+,1254,upstream,1254,ENSG00000173442,EHBP1L1,0
352,8,124729105,cg18939260,124729106,f112930,124729105,1,*,124550784,124728473,177690,-,631,upstream,631,ENSG00000170873,MTSS1,0
353,16,327344,cg07915516,327345,f50397,327344,1,*,287440,352723,65284,-,0,inside,0,ENSG00000103126,AXIN1,0
354,10,6217158,cg27476893,6217159,f157590,6217158,1,*,6144934,6254644,109711,+,0,inside,0,ENSG00000170525,PFKFB3,0
355,3,171809467,cg17566735,171809468,f105596,171809467,1,*,171600404,171810950,210547,-,0,inside,0,ENSG00000075651,PLD1,0
356,4,38688721,cg05256902,38688722,f34122,38688721,1,*,38664197,38701517,37321,+,0,inside,0,ENSG00000109787,KLF3,0
357,7,103445790,cg01277155,103445791,f8575,103445790,1,*,103352730,103446207,93478,-,0,inside,0,ENSG00000170615,SLC26A5,0
358,7,103445790,cg01277155,103445791,f8575,103445790,1,*,103445207,103514007,68801,+,0,inside,0,ENSG00000234715,,0
359,16,1537809,cg08006309,1537810,f50931,1537809,1,*,1528688,1555580,26893,+,0,inside,0,ENSG00000131634,TMEM204,0
360,16,1537809,cg08006309,1537810,f50931,1537809,1,*,1510427,1612072,101646,-,0,inside,0,ENSG00000187535,IFT140,0
361,2,9393444,cg01259423,9393445,f8471,9393444,1,*,9206765,9405683,198919,+,0,inside,0,ENSG00000151693,ASAP2,0
362,19,44647241,cg07455685,44647242,f47590,44647241,1,*,44631573,44725217,93645,-,0,inside,0,ENSG00000266903,CEACAM16-AS1,0
363,19,44647241,cg07455685,44647242,f47590,44647241,1,*,44643798,44666162,22365,+,0,inside,0,ENSG00000073008,PVR,0
364,10,15860873,cg19707359,15860874,f116841,15860873,1,*,15778170,15860507,82338,-,365,upstream,365,ENSG00000148481,MINDY3,0
365,4,4862703,cg24840099,4862704,f143424,4862703,1,*,4859665,4863936,4272,+,0,inside,0,ENSG00000163132,MSX1,0
366,22,19022955,cg07167594,19022956,f45901,19022955,1,*,18970439,19031242,60804,+,0,inside,0,ENSG00000273032,DGCR5,0
367,17,27332583,cg24185397,27332584,f139955,27332583,1,*,27333241,27352828,19588,+,657,upstream,657,ENSG00000266313,,0
368,16,19715820,cg16616769,19715821,f100440,19715820,1,*,19701937,19718235,16299,-,0,inside,0,ENSG00000103550,KNOP1,0
369,16,19715820,cg16616769,19715821,f100440,19715820,1,*,19716456,19858467,142012,+,635,upstream,635,ENSG00000174628,IQCK,0
370,18,23231444,cg01288184,23231445,f8638,23231444,1,*,23197144,23437961,240818,-,0,inside,0,ENSG00000134490,TMEM241,0
371,18,23231444,cg01288184,23231445,f8638,23231444,1,*,23134564,23260470,125907,+,0,inside,0,ENSG00000134508,CABLES1,0
372,2,232838410,cg21993290,232838411,f128437,232838410,1,*,232697299,232860605,163307,+,0,inside,0,ENSG00000204120,GIGYF2,0
373,4,188657688,cg00047052,188657689,f349,188657688,1,*,188400736,188681051,280316,+,0,inside,0,ENSG00000249378,LINC01060,0
374,2,201866169,cg00009750,201866170,f77,201866169,1,*,201790461,201895550,105090,+,0,inside,0,ENSG00000138395,CDK15,0
375,15,99733300,cg23448096,99733301,f135995,99733300,1,*,99715697,99733561,17865,-,0,inside,0,ENSG00000183060,LYSMD4,0
376,5,150946516,cg11501236,150946517,f70927,150946516,1,*,150930645,150946289,15645,-,226,upstream,226,ENSG00000197083,ZNF300P1,0
377,2,54559011,cg15602548,54559012,f94575,54559011,1,*,54456317,54671446,215130,+,0,inside,0,ENSG00000115306,SPTBN1,0
