,seqnames,start,Composite Element REF,End,c
9109,3,194134979,cg01366246,194134980,1
27156,6,135851549,cg04152196,135851550,1
48443,7,154305227,cg07590961,154305228,1
549,9,114397695,cg00078025,114397696,1
53746,17,7592563,cg08460590,7592564,1
26975,1,202013276,cg04125586,202013277,1
48878,3,121545431,cg07663723,121545432,1
68217,3,134792748,cg10994513,134792749,1
149591,1,40422316,cg26042300,40422317,1
107622,22,50434971,cg17971086,50434972,1
106503,2,206274342,cg17764507,206274343,1
86603,19,14136562,cg14203758,14136563,1
117599,1,3796541,cg19828298,3796542,1
46174,11,638076,cg07212818,638077,1
28808,16,69465172,cg04406620,69465173,1
102919,6,82248034,cg17076789,82248035,1
155008,12,121391940,cg26996569,121391941,1
14373,11,46392919,cg02164492,46392920,1
80103,12,108731633,cg13204290,108731634,1
14597,11,108122040,cg02206382,108122041,1
36458,1,233613549,cg05638287,233613550,1
117391,14,69611619,cg19794361,69611620,1
51675,12,107319639,cg08125960,107319640,1
70555,10,27745927,cg11419506,27745928,1
22703,22,19431954,cg03439145,19431955,1
126047,21,37435121,cg21505925,37435122,1
21132,6,137044163,cg03192163,137044164,1
60591,3,187736694,cg09643398,187736695,1
20893,19,11197442,cg03157738,11197443,1
71085,1,61083111,cg11531787,61083112,1
118965,20,1266071,cg20074395,1266072,1
12524,21,42366888,cg01886855,42366889,1
142656,12,124424107,cg24697460,124424108,1
54566,8,120812689,cg08598221,120812690,1
108477,8,95214616,cg18119977,95214617,1
3439,16,50547796,cg00503804,50547797,1
102498,7,32074585,cg16998656,32074586,1
76269,3,158094437,cg12453631,158094438,1
126333,7,69824880,cg21557473,69824881,1
48593,8,143916119,cg07613656,143916120,1
40643,1,35930844,cg06350612,35930845,1
27854,16,11255099,cg04266460,11255100,1
48708,12,130042252,cg07630723,130042253,1
133455,7,151082247,cg22984132,151082248,1
141198,1,61053860,cg24430419,61053861,1
94099,14,28762103,cg15508809,28762104,1
61332,15,61229913,cg09782034,61229914,1
67687,2,130916788,cg10900202,130916789,1
73512,13,28754842,cg11947245,28754843,1
120805,12,92561629,cg20451050,92561630,1
132015,2,86337821,cg22717109,86337822,1
77747,3,146251931,cg12727940,146251932,1
26172,5,957396,cg03999941,957397,1
146510,11,65916842,cg25422051,65916843,1
146714,6,1608161,cg25460984,1608162,1
152963,5,56480537,cg26646659,56480538,1
97,7,101087239,cg00013374,101087240,1
10103,4,1872258,cg01509451,1872259,1
118152,1,209938216,cg19922137,209938217,1
147683,19,18227461,cg25660428,18227462,1
3839,10,73647876,cg00560542,73647877,1
50137,12,116376497,cg07875068,116376498,1
694,5,1067996,cg00095276,1067997,1
72671,2,172235514,cg11811212,172235515,1
107782,7,29989774,cg18003762,29989775,1
12092,17,34997754,cg01818539,34997755,1
22927,6,86937212,cg03472798,86937213,1
24173,2,176144042,cg03666244,176144043,1
99118,10,72260670,cg16407699,72260671,1
96663,19,27806184,cg15980914,27806185,1
156839,7,117323139,cg27331524,117323140,1
155768,11,58927620,cg27139424,58927621,1
85742,6,88963991,cg14076411,88963992,1
71810,8,144900897,cg11664809,144900898,1
15933,20,45813179,cg02405476,45813180,1
117465,5,178622772,cg19807520,178622773,1
154155,5,172123251,cg26845138,172123252,1
55402,7,157655549,cg08735141,157655550,1
134622,2,110675551,cg23198623,110675552,1
119283,11,65184327,cg20138404,65184328,1
111408,14,68958039,cg18655522,68958040,1
84109,13,30408689,cg13830932,30408690,1
99953,14,70247672,cg16541653,70247673,1
61164,7,57425117,cg09748946,57425118,1
15826,1,151282143,cg02388783,151282144,1
91815,2,239275181,cg15058210,239275182,1
17637,2,172465667,cg02670123,172465668,1
132264,6,167815678,cg22765829,167815679,1
53931,7,151248842,cg08487696,151248843,1
85253,3,140677961,cg13998904,140677962,1
6136,15,77994206,cg00910893,77994207,1
147481,11,66267425,cg25618573,66267426,1
133303,2,96009981,cg22956023,96009982,1
116173,17,47987961,cg19585797,47987962,1
19914,11,16929237,cg03000989,16929238,1
95906,17,28576854,cg15835620,28576855,1
79894,6,27680117,cg13163930,27680118,1
80007,20,58650139,cg13186228,58650140,1
95991,2,182318547,cg15851696,182318548,1
20192,5,132410370,cg03046705,132410371,1
10080,11,2929402,cg01505590,2929403,1
85594,7,949592,cg14051181,949593,1
151162,17,50129385,cg26316373,50129386,1
106481,21,36247740,cg17758792,36247741,1
95733,15,75626044,cg15811902,75626045,1
19006,10,69803102,cg02875787,69803103,1
64254,16,88942043,cg10284662,88942044,1
124017,13,110990299,cg21095142,110990300,1
42297,18,67515419,cg06627151,67515420,1
51241,15,90245966,cg08061463,90245967,1
147645,1,155295242,cg25651783,155295243,1
16588,8,72248540,cg02507677,72248541,1
137606,20,31724160,cg23752198,31724161,1
67419,1,19210621,cg10850580,19210622,1
103114,17,76072708,cg17108859,76072709,1
129833,7,50793770,cg22281380,50793771,1
35895,6,69797048,cg05537360,69797049,1
109492,4,9498530,cg18299634,9498531,1
141657,8,19820502,cg24516516,19820503,1
16579,5,10702234,cg02506353,10702235,1
77475,2,115161168,cg12666279,115161169,1
63398,3,69546487,cg10136000,69546488,1
151898,13,57633725,cg26444528,57633726,1
40,16,30698245,cg00005306,30698246,1
104530,19,894654,cg17365521,894655,1
79607,7,64889072,cg13100965,64889073,1
127794,4,102827517,cg21866054,102827518,1
3918,8,9903447,cg00571033,9903448,1
85281,21,44455240,cg14003794,44455241,1
56711,11,1748179,cg08966208,1748180,1
13502,3,121894144,cg02034887,121894145,1
44537,1,46303628,cg06961071,46303629,1
57217,12,56468720,cg09060823,56468721,1
48728,19,47713556,cg07635369,47713557,1
63810,7,129189406,cg10201574,129189407,1
84442,1,61054216,cg13883696,61054217,1
64384,3,128489713,cg10310237,128489714,1
117827,14,52361087,cg19865727,52361088,1
37613,13,99896656,cg05833851,99896657,1
99462,4,103719676,cg16461251,103719677,1
126,7,153886233,cg00017489,153886234,1
105291,4,110620907,cg17507671,110620908,1
36837,1,50048094,cg05697849,50048095,1
135152,5,136365362,cg23288973,136365363,1
55191,3,158732801,cg08697665,158732802,1
118474,5,172443871,cg19979108,172443872,1
90325,3,48919504,cg14784932,48919505,1
59267,19,1555046,cg09418267,1555047,1
60346,10,71658136,cg09598552,71658137,1
117893,10,72087100,cg19879075,72087101,1
80200,2,12718977,cg13221363,12718978,1
133612,14,102231755,cg23015155,102231756,1
74745,2,1744340,cg12164282,1744341,1
115990,11,66267455,cg19553869,66267456,1
129940,8,143318043,cg22305797,143318044,1
120474,21,45365419,cg20383624,45365420,1
128407,7,64668765,cg21985076,64668766,1
38371,19,17841677,cg05950755,17841678,1
84234,19,17933323,cg13851870,17933324,1
46907,6,52305808,cg07333545,52305809,1
141380,19,35121354,cg24461242,35121355,1
7568,1,2530399,cg01116067,2530400,1
783,3,122918817,cg00108098,122918818,1
155817,19,46298300,cg27146050,46298301,1
146623,19,36573269,cg25445244,36573270,1
39546,20,62427601,cg06154311,62427602,1
16378,8,144522362,cg02479773,144522363,1
79786,12,124520307,cg13146040,124520308,1
10993,7,93206839,cg01645995,93206840,1
107666,17,7855536,cg17977470,7855537,1
137923,8,30442707,cg23830290,30442708,1
23871,16,67538692,cg03615565,67538693,1
81195,18,79022766,cg13402195,79022767,1
29860,4,70197757,cg04570669,70197758,1
89913,22,37579968,cg14711067,37579969,1
10493,2,160269784,cg01566396,160269785,1
73218,19,43820595,cg11898486,43820596,1
42213,1,31614686,cg06615464,31614687,1
6092,7,107661826,cg00906644,107661827,1
24126,6,62286227,cg03656899,62286228,1
4598,14,102503914,cg00674628,102503915,1
81857,14,77026445,cg13493526,77026446,1
103565,6,166168709,cg17188046,166168710,1
9647,17,55564353,cg01442068,55564354,1
11611,2,158969321,cg01754028,158969322,1
129933,8,70396162,cg22304838,70396163,1
55055,8,19758003,cg08677347,19758004,1
137485,3,11846883,cg23724095,11846884,1
70116,5,88673512,cg11339341,88673513,1
52720,16,69398597,cg08285646,69398598,1
132589,7,48036407,cg22825780,48036408,1
120984,1,11894117,cg20483112,11894118,1
60653,13,53200900,cg09656363,53200901,1
109501,14,95319692,cg18302582,95319693,1
59834,10,77638657,cg09512236,77638658,1
135696,19,46788903,cg23391214,46788904,1
119417,13,112983515,cg20165520,112983516,1
106636,5,148063689,cg17788013,148063690,1
154857,8,51871330,cg26969652,51871331,1
55386,16,4335381,cg08730747,4335382,1
76142,1,118136667,cg12435551,118136668,1
77291,20,17614710,cg12632411,17614711,1
96557,14,90815208,cg15959205,90815209,1
18145,10,97185708,cg02741216,97185709,1
157874,20,45946382,cg27529037,45946383,1
151762,11,134436228,cg26418160,134436229,1
81229,9,136472945,cg13407274,136472946,1
119453,19,49017673,cg20173259,49017674,1
102950,2,68122973,cg17081160,68122974,1
6595,8,143772347,cg00977696,143772348,1
1333,5,139701551,cg00187557,139701552,1
23602,14,24366878,cg03577460,24366879,1
125736,4,85930272,cg21446955,85930273,1
156518,1,89199099,cg27285720,89199100,1
43449,5,1152247,cg06801385,1152248,1
149313,14,94772413,cg25988321,94772414,1
139759,2,200468155,cg24151841,200468156,1
16423,19,14085606,cg02484774,14085607,1
94049,19,39084072,cg15498349,39084073,1
135265,11,34513849,cg23311800,34513850,1
52887,16,67538957,cg08310837,67538958,1
46377,7,1101705,cg07242429,1101706,1
113605,5,17217768,cg19078576,17217769,1
113917,3,32107371,cg19143336,32107372,1
68942,3,194269637,cg11134430,194269638,1
127153,6,24356850,cg21729798,24356851,1
27653,10,100745608,cg04235519,100745609,1
13608,16,11587626,cg02051924,11587627,1
152405,2,43996189,cg26538116,43996190,1
21213,7,27144331,cg03207666,27144332,1
65716,1,17579847,cg10543503,17579848,1
73613,5,180179623,cg11964461,180179624,1
46673,4,127730781,cg07294313,127730782,1
50093,16,3029707,cg07868599,3029708,1
11466,1,935677,cg01727431,935678,1
144305,10,75404225,cg25006231,75404226,1
62073,18,78977834,cg09904497,78977835,1
9607,11,89487479,cg01436723,89487480,1
85034,8,139704430,cg13969265,139704431,1
76490,12,46187416,cg12494373,46187417,1
64611,4,5051614,cg10351287,5051615,1
52731,10,99533009,cg08287265,99533010,1
146836,11,119314961,cg25484790,119314962,1
150943,8,71843333,cg26280666,71843334,1
144848,2,238390652,cg25113462,238390653,1
15460,10,83983872,cg02335909,83983873,1
119996,17,82000716,cg20287434,82000717,1
109082,10,89591470,cg18222926,89591471,1
26888,19,49142836,cg04113418,49142837,1
123433,19,20078303,cg20972142,20078304,1
22540,11,61680175,cg03410903,61680176,1
77869,13,44437335,cg12749048,44437336,1
91945,17,83100012,cg15082992,83100013,1
77402,1,229223741,cg12653626,229223742,1
144303,3,56467324,cg25005894,56467325,1
142826,1,85578420,cg24724587,85578421,1
91795,7,108007305,cg15055773,108007306,1
26391,22,24495698,cg04033580,24495699,1
59019,1,198167388,cg09372617,198167389,1
149125,14,71397039,cg25955565,71397040,1
123729,14,77181614,cg21032058,77181615,1
84469,9,36840544,cg13887933,36840545,1
6060,10,6191811,cg00902516,6191812,1
15530,17,28577080,cg02344926,28577081,1
28591,4,125317774,cg04373334,125317775,1
94385,3,157437413,cg15565872,157437414,1
40485,2,217905485,cg06320380,217905486,1
32583,16,23641516,cg05002041,23641517,1
147948,4,150582436,cg25718696,150582437,1
14584,7,50793790,cg02204205,50793791,1
695,12,98644457,cg00095463,98644458,1
37606,7,43054797,cg05833067,43054798,1
45314,10,124642336,cg07081759,124642337,1
133755,8,62247988,cg23042034,62247989,1
51116,3,54622938,cg08038231,54622939,1
60428,3,57165505,cg09614565,57165506,1
89842,5,11389178,cg14698665,11389179,1
77936,17,5123756,cg12763546,5123757,1
77916,1,155211824,cg12759597,155211825,1
60243,7,30475670,cg09579281,30475671,1
69361,2,127700825,cg11206634,127700826,1
127689,17,7854886,cg21845633,7854887,1
156774,6,35297602,cg27321913,35297603,1
48330,8,37697387,cg07576409,37697388,1
93923,3,71007457,cg15472885,71007458,1
25990,5,124652054,cg03967521,124652055,1
30255,17,50396738,cg04633058,50396739,1
49646,1,237041874,cg07790615,237041875,1
126941,7,32428519,cg21681109,32428520,1
12525,2,115163036,cg01886957,115163037,1
1057,1,50423553,cg00152008,50423554,1
145064,4,8587075,cg25147684,8587076,1
40101,21,45433499,cg06240465,45433500,1
130164,2,79511513,cg22350070,79511514,1
90795,13,112842086,cg14870136,112842087,1
138927,3,57061933,cg24007644,57061934,1
144976,10,114174789,cg25135143,114174790,1
10533,3,57948945,cg01571842,57948946,1
45065,1,178871002,cg07044282,178871003,1
24474,12,131711038,cg03713996,131711039,1
122726,1,11047249,cg20817175,11047250,1
96532,8,74984485,cg15953602,74984486,1
3495,8,29353283,cg00510870,29353284,1
12476,11,35138951,cg01879488,35138952,1
148510,3,98263986,cg25825391,98263987,1
81919,3,52128677,cg13504933,52128678,1
37180,11,30017138,cg05756220,30017139,1
100043,22,25420946,cg16556442,25420947,1
136343,12,116559274,cg23512558,116559275,1
100617,1,58781815,cg16645584,58781816,1
8712,19,1230989,cg01297744,1230990,1
7285,1,78045782,cg01074657,78045783,1
104348,2,31137062,cg17333242,31137063,1
60544,11,69643876,cg09637363,69643877,1
69329,6,44003287,cg11201894,44003288,1
99977,10,6222813,cg16546349,6222814,1
121108,15,88605079,cg20512175,88605080,1
22580,18,11751414,cg03417884,11751415,1
34359,4,171813196,cg05295006,171813197,1
80550,12,12719752,cg13289884,12719753,1
154593,7,30911817,cg26923410,30911818,1
15753,5,212818,cg02378861,212819,1
134675,5,1876054,cg23208176,1876055,1
122885,1,247857048,cg20855565,247857049,1
12367,6,96836733,cg01864372,96836734,1
8085,1,922982,cg01197763,922983,1
103551,8,97090788,cg17185622,97090789,1
149081,17,50274647,cg25949363,50274648,1
153199,2,38115305,cg26682499,38115306,1
54639,8,134597955,cg08611376,134597956,1
72277,11,62602398,cg11742103,62602399,1
36185,17,72057692,cg05591741,72057693,1
58258,16,53837573,cg09243909,53837574,1
115570,7,921747,cg19471433,921748,1
32092,17,36978994,cg04920416,36978995,1
16310,22,29306876,cg02470565,29306877,1
128896,2,113503693,cg22084806,113503694,1
115100,13,20431111,cg19384997,20431112,1
42159,19,13836655,cg06606386,13836656,1
66761,15,99447750,cg10730435,99447751,1
111129,10,8055028,cg18599069,8055029,1
59094,8,55101240,cg09388605,55101241,1
49301,2,174025117,cg07729527,174025118,1
140688,8,62701872,cg24340081,62701873,1
30931,17,9003065,cg04743961,9003066,1
50231,15,101242832,cg07891271,101242833,1
146777,17,80101111,cg25471787,80101112,1
102657,6,131701350,cg17026542,131701351,1
108201,7,134865679,cg18075666,134865680,1
131406,7,65398002,cg22598458,65398003,1
120360,4,18018314,cg20358902,18018315,1
18763,17,12789902,cg02837793,12789903,1
83644,9,137430826,cg13761364,137430827,1
88022,9,136327260,cg14418690,136327261,1
25298,2,100417817,cg03853987,100417818,1
143644,17,4786470,cg24874612,4786471,1
87295,7,120950605,cg14303833,120950606,1
153998,1,165908070,cg26823212,165908071,1
125968,16,85615420,cg21491107,85615421,1
171,16,86722026,cg00023673,86722027,1
29135,7,128201282,cg04460847,128201283,1
114252,5,31193579,cg19219750,31193580,1
59349,4,26861750,cg09434803,26861751,1
148642,1,32745229,cg25850629,32745230,1
46934,2,1621244,cg07338476,1621245,1
23057,17,47957817,cg03496533,47957818,1
124761,6,169452711,cg21226965,169452712,1
119071,17,79951518,cg20097219,79951519,1
108826,18,23452358,cg18177659,23452359,1
151128,6,168411889,cg26311420,168411890,1
37914,14,102510166,cg05879919,102510167,1
149514,1,12593708,cg26029221,12593709,1
13154,12,6556258,cg01979888,6556259,1
59574,3,61561456,cg09472360,61561457,1
124140,2,219460647,cg21117965,219460648,1
92547,19,18777989,cg15190383,18777990,1
136965,20,37385025,cg23635789,37385026,1
114038,13,109127513,cg19174831,109127514,1
85574,4,11426076,cg14047130,11426077,1
17438,2,241771594,cg02639108,241771595,1
50835,9,37026421,cg07990736,37026422,1
151435,2,205926026,cg26361754,205926027,1
53464,17,82330135,cg08413419,82330136,1
109698,19,930871,cg18337287,930872,1
10727,5,1338225,cg01603247,1338226,1
28449,3,192408795,cg04350913,192408796,1
116328,13,34942086,cg19613194,34942087,1
136607,8,143716707,cg23562538,143716708,1
49608,3,47512894,cg07784212,47512895,1
125141,6,132401631,cg21294812,132401632,1
157028,6,42450200,cg27370104,42450201,1
74645,5,1107740,cg12146829,1107741,1
100023,16,89201535,cg16553435,89201536,1
110570,5,107812717,cg18497052,107812718,1
26479,8,134478451,cg04050898,134478452,1
20380,17,53822754,cg03072195,53822755,1
134374,3,50506921,cg23153991,50506922,1
157902,12,6963564,cg27534624,6963565,1
31691,17,31008892,cg04862890,31008893,1
62710,2,149739800,cg10020928,149739801,1
14417,16,62035433,cg02172312,62035434,1
15841,15,74236224,cg02390801,74236225,1
8631,8,141129740,cg01287592,141129741,1
30702,5,76407504,cg04709306,76407505,1
153053,2,153873250,cg26660002,153873251,1
79242,9,128921583,cg13022129,128921584,1
139544,22,22504845,cg24117657,22504846,1
123500,19,56393663,cg20984085,56393664,1
70479,8,1846461,cg11407612,1846462,1
119102,20,17612277,cg20102019,17612278,1
43397,12,16606095,cg06794000,16606096,1
83783,9,115063746,cg13781956,115063747,1
35587,17,42337551,cg05487134,42337552,1
121613,2,190408944,cg20614940,190408945,1
71150,4,44726827,cg11547273,44726828,1
29848,14,21087444,cg04569152,21087445,1
63933,2,189670488,cg10220637,189670489,1
107042,1,203075802,cg17862152,203075803,1
94609,12,57236639,cg15607664,57236640,1
72872,12,114697151,cg11841771,114697152,1
25562,1,180478453,cg03896269,180478454,1
6037,16,50863360,cg00900231,50863361,1
37638,5,136031979,cg05838308,136031980,1
110764,1,181482903,cg18533386,181482904,1
136524,4,17576941,cg23542518,17576942,1
27259,16,30896569,cg04169260,30896570,1
87498,19,5824054,cg14333565,5824055,1
124596,9,23821568,cg21200129,23821569,1
12534,5,132496860,cg01888767,132496861,1
78798,13,77919455,cg12935136,77919456,1
45702,3,63936866,cg07139503,63936867,1
153090,2,219439044,cg26667692,219439045,1
73980,17,2696565,cg12035564,2696566,1
123706,17,81614685,cg21028142,81614686,1
33360,10,51244548,cg05131940,51244549,1
133142,3,128880094,cg22925115,128880095,1
151272,19,4791668,cg26336164,4791669,1
135212,9,129835906,cg23300897,129835907,1
128040,3,138944033,cg21912060,138944034,1
108332,11,115192204,cg18098433,115192205,1
120178,8,22042740,cg20321432,22042741,1
17504,8,143229754,cg02647591,143229755,1
7538,18,57435395,cg01111358,57435396,1
127554,8,30575945,cg21816849,30575946,1
114296,19,51181731,cg19230715,51181732,1
148936,19,12891022,cg25924411,12891023,1
177,6,53349210,cg00024396,53349211,1
156913,19,35768242,cg27345346,35768243,1
82898,11,123525797,cg13647528,123525798,1
80141,8,19316805,cg13209892,19316806,1
140346,5,174751644,cg24271863,174751645,1
93688,3,195180628,cg15431659,195180629,1
120214,15,77994179,cg20329220,77994180,1
50696,4,82375182,cg07964133,82375183,1
135414,20,2508401,cg23334729,2508402,1
60817,17,78855756,cg09682649,78855757,1
20518,16,67174825,cg03095800,67174826,1
